OSEBuildingID,SiteEUI(kBtu/sf)_2015,SourceEUI(kBtu/sf)_2015,GHGEmissions(MetricTonsCO2e),Electricity(kBtu)_2015,NaturalGas(kBtu)_2015,SteamUse(kBtu)_2015,PropertyGFATotal_2015,YearBuilt_2015,NumberofFloors_2015,BuildingType_2015,PrimaryPropertyType_2015,ENERGYSTARScore_2015,SiteEUI(kBtu/sf)_2016,SourceEUI(kBtu/sf)_2016,Electricity(kBtu)_2016,NaturalGas(kBtu)_2016,SteamUse(kBtu)_2016,PropertyGFATotal_2016,YearBuilt_2016,NumberofFloors_2016,BuildingType_2016,PrimaryPropertyType_2016,ENERGYSTARScore_2016,Δ_SiteEUI,Δ_SiteEUI_pct,Δ_SourceEUI,Δ_SourceEUI_pct,Δ_Electricity,Δ_Electricity_pct,Δ_NaturalGas,Δ_NaturalGas_pct,Δ_ENERGYSTARScore,Δ_ENERGYSTARScore_pct,Trajectory_Class,Energy_Efficiency_2015,Electrification_Rate_2015,BuildingAge_2015,SizeCategory,Has_ENERGY_STAR,Age_Size_Interaction,EUI_ESTAR_Interaction,Electricity_per_sqft,NaturalGas_per_sqft,Target_2016_EUI,Target_Delta_EUI,Target_Worsened,Cluster,Annual_EUI_Change_Rate,Projected_EUI_2020,Projected_EUI_2025,Projected_EUI_2030,Projected_EUI_2040,Risk_Score,BEPS_Target_2030,BEPS_Target_2040,BEPS_Compliant_2030,BEPS_Compliant_2040
712,51.8,156.6,57.03,4796352.0,0.0,305664.0,108245,1918,6.0,NonResidential,Large Office,75.0,45.79999924,138.6999969,4248918.0,0.0,266262.0,108245,1918,6,NonResidential,Large Office,,-6.000000759999999,-11.583013050193049,-17.900003099999992,-11.430397892720302,-547434.0,-11.413549297466075,0.0,,,,Improving,0.33077905491698595,1.0,97,Very Large,1,1124.4396842870433,3885.0,44.3101482747471,0.0,45.79999924,-6.000000759999999,0,2.0,-0.11583013050193049,27.990349094636787,15.124703522000663,8.172697519955236,2.3862862348322977,0.0,60,50,1,1
713,48.9,153.5,45.0,6455738.0,0.0,0.0,167860,1905,6.0,NonResidential,Large Office,74.0,52.0,163.1999969,6797646.0,0.0,0.0,167860,1905,6,NonResidential,Large Office,70.0,3.1000000000000014,6.3394683026584895,9.699996900000002,6.3192162214983725,341908.0,5.296187670565318,0.0,,-4.0,-5.405405405405405,Declining,0.31856677524429966,1.0,110,Very Large,1,1323.3980688460929,3618.6,38.45906112236388,0.0,52.0,3.1000000000000014,1,2.0,0.0633946830265849,66.4938197321181,90.41775179074475,122.94931877622045,227.3374435163487,6.3394683026584895,60,50,1,0
715,45.3,125.4,66.23,3592873.0,775389.0,0.0,112560,1910,6.0,NonResidential,Large Office,88.0,51.29999924,131.3000031,3574020.0,1372778.0,0.0,112560,1910,6,NonResidential,Large Office,86.0,5.999999240000001,13.245031434878591,5.900003099999992,4.704946650717697,-18853.0,-0.5247332705609132,597389.0,77.0437806056057,-2.0,-2.272727272727273,Declining,0.3612440191387559,0.822494850354672,105,Very Large,1,1221.2813104694455,3986.3999999999996,31.919625088841507,6.888672707889126,51.29999924,5.999999240000001,1,2.0,0.1324503143487859,84.3711532340804,157.1410926721562,292.67494943075764,1015.2596324794108,13.245031434878591,60,50,1,0
716,39.0,95.1,71.03,2104032.0,1061164.0,0.0,86204,1910,6.0,NonResidential,Other,,43.5,596.7999878,2235899.0,1006018.0,0.0,86204,1910,6,NonResidential,Retail Store,89.0,4.5,11.538461538461538,501.69998780000003,527.5499345951631,131867.0,6.267347644902739,-55146.0,-5.196746214534229,,,Declining,0.41009463722397477,0.6647398770881803,105,Large,0,1193.270763259045,0.0,24.407591295067515,12.309916013178043,43.5,4.5,1,1.0,0.11538461538461539,67.32678193165506,116.22809141724704,200.64777859439647,597.9720090547962,11.538461538461538,60,50,1,1
717,54.2,146.0,145.82,6844589.0,1847139.0,0.0,145158,1985,2.0,Nonresidential COS,Non-Refrigerated Warehouse,52.0,52.29999924,146.8999939,7062138.0,1322385.0,0.0,145158,1985,2,Nonresidential COS,Warehouse,51.0,-1.9000007600000046,-3.505536457564584,0.8999938999999983,0.6164341780821907,217549.0,3.178408520949907,-524754.0,-28.409015239242958,-1.0,-1.9230769230769231,Stable,0.3712328767123288,0.7874831103780514,30,Very Large,1,356.56754917059465,2818.4,47.152681905234296,12.72502376720539,52.29999924,-1.9000007600000046,0,2.0,-0.03505536457564584,45.343106070260035,37.93352893171314,31.734760626751786,22.210543549370477,0.0,60,50,1,0
718,82.4,240.7,107.84,8170506.0,958100.0,0.0,112896,1951,2.0,NonResidential,Large Office,71.0,92.90000153,256.6000061,8429189.0,1858797.0,0.0,112896,1951,2,NonResidential,Large Office,66.0,10.500001529999992,12.742720303398048,15.900006099999985,6.605735812214368,258683.0,3.1660585035981863,900697.0,94.00866297881223,-5.0,-7.042253521126761,Declining,0.3423348566680516,0.8950442159514826,64,Very Large,1,744.5907953662035,5850.400000000001,72.3719706632653,8.48657171201814,92.90000153,10.500001529999992,1,2.0,0.12742720303398047,150.09622130174654,273.4086850614426,498.0292536262356,1652.4942154864166,12.742720303398048,60,50,0,0
719,9.3,29.1,7.13,1023460.0,0.0,0.0,110613,1960,1.0,NonResidential,"Distribution Center
",95.0,9.199999809,28.79999924,1015060.0,0.0,0.0,110613,1960,1,NonResidential,Distribution Center,95.0,-0.10000019100000124,-1.075270870967755,-0.3000007600000032,-1.0309304467354061,-8400.0,-0.8207453149121607,0.0,,0.0,0.0,Stable,0.3195876288659794,1.0,55,Very Large,1,638.7591068285896,883.5000000000001,9.25261949318796,0.0,9.199999809,-0.10000019100000124,0,2.0,-0.01075270870967755,8.810636773564376,8.347023694159663,7.907805796728634,7.097488425172799,0.0,60,50,1,1
720,18.4,38.8,81.92,1398780.0,1358866.0,0.0,149881,1951,4.0,NonResidential,Non-Refrigerated Warehouse,89.0,16.10000038,26.79999924,705059.0,1712342.0,0.0,149881,1951,4,NonResidential,Warehouse,97.0,-2.2999996199999977,-12.499997934782597,-12.000000759999999,-30.92783701030928,-693721.0,-49.594718254478906,353476.0,26.012572247741865,8.0,8.98876404494382,Improving,0.4742268041237113,0.5072369695022494,64,Very Large,1,762.7266301969365,1637.6,9.332603865733482,9.06629926408284,16.10000038,-2.2999996199999977,0,1.0,-0.12499997934782597,9.437525527807672,4.840591743914212,2.482783051787252,0.653159736000625,0.0,60,50,1,1
722,50.9,144.5,89.41,5641086.0,943088.0,0.0,98220,1951,3.0,NonResidential,Non-Refrigerated Warehouse,10.0,50.0,146.3999939,5813591.0,654498.0,0.0,98220,1951,3,NonResidential,Warehouse,12.0,-0.8999999999999986,-1.7681728880157142,1.8999938999999983,1.3148746712802757,172505.0,3.0580104611062477,-288590.0,-30.600537807712534,2.0,20.0,Stable,0.3522491349480969,0.8567644172222666,64,Large,1,735.6784205291025,509.0,57.43317043372022,9.601791895744247,50.0,-0.8999999999999986,0,2.0,-0.017681728880157142,46.5563465564764,42.58336747911065,38.94943052847274,32.58542069343901,0.0,60,50,1,1
723,36.4,114.2,20.65,2962599.0,0.0,0.0,84420,1970,1.0,NonResidential,"Distribution Center
",51.0,35.0,109.8000031,2848317.0,0.0,0.0,84420,1970,1,NonResidential,Distribution Center,55.0,-1.3999999999999986,-3.8461538461538423,-4.399996900000005,-3.8528869527145404,-114282.0,-3.857491344593041,0.0,,4.0,7.8431372549019605,Stable,0.318739054290718,1.0,45,Large,1,510.46071591602544,1856.3999999999999,35.09356787491116,0.0,35.0,-1.3999999999999986,0,2.0,-0.03846153846153842,29.91814668604041,24.590535745259086,20.211627898763222,13.654251602044308,0.0,60,50,1,1
725,46.5,112.1,78.48,2222664.0,1185928.0,0.0,73335,1961,1.0,NonResidential,Distribution Center,21.0,70.90000153,148.6999969,2606839.0,2590279.0,0.0,73335,1961,1,NonResidential,Distribution Center,,24.400001529999997,52.47312156989247,36.59999690000001,32.64941739518289,384175.0,17.284438853555915,1404351.0,118.41789720792492,,,Declining,0.4148082069580732,0.652076869276229,54,Large,1,604.951572580647,976.5,30.308365718960932,16.171377923229016,70.90000153,24.400001529999997,1,2.0,0.5247312156989247,383.194627236031,3157.809082635716,26022.69837211067,1767198.1349277573,52.47312156989247,60,50,0,0
727,38.9,92.9,51.93,1418766.0,791603.0,0.0,56876,1928,2.0,NonResidential,"Distribution Center
",,31.5,70.19999695,1011283.0,780432.0,0.0,56876,1928,2,NonResidential,Distribution Center,,-7.399999999999999,-19.023136246786628,-22.700003050000007,-24.434879494079663,-407483.0,-28.72094482106281,-11171.0,-1.4111871733684687,,,Improving,0.4187298170075349,0.6418683939197483,87,Large,0,952.532229880903,0.0,24.944897672128842,13.91804979253112,31.5,-7.399999999999999,0,1.0,-0.1902313624678663,13.544231358274757,4.715840696310368,1.6419649727402352,0.19905514756721193,0.0,60,50,1,1
728,89.0,162.1,196.67,2009446.0,3439325.0,0.0,61200,1931,2.0,NonResidential,Non-Refrigerated Warehouse,11.0,80.30000305,145.1999969,1782902.0,3129241.0,0.0,61200,1931,2,NonResidential,Warehouse,16.0,-8.69999695,-9.775277471910112,-16.900003099999992,-10.42566508328192,-226544.0,-11.273953119416994,-310084.0,-9.015838863730528,5.0,45.45454545454545,Improving,0.5490438001233806,0.3687888516511338,84,Large,1,925.8411798918412,979.0,32.83408496732026,56.19812091503268,80.30000305,-8.69999695,0,1.0,-0.09775277471910111,53.21300470132895,31.81599853195119,19.022751454586444,6.800312723065109,0.0,60,50,0,0
729,20.7,53.1,44.06,1640844.0,614250.0,0.0,111908,1987,1.0,NonResidential,"Distribution Center
",69.0,14.30000019,35.09999847,1050508.0,504912.0,0.0,111908,1987,1,NonResidential,Distribution Center,87.0,-6.399999809999999,-30.917873478260866,-18.00000153,-33.89830796610169,-590336.0,-35.977582268637356,-109338.0,-17.8002442002442,18.0,26.08695652173913,Improving,0.38983050847457623,0.727616675845885,28,Very Large,1,325.51235696056574,1428.3,14.662437001822926,5.488883725917718,14.30000019,-6.399999809999999,0,2.0,-0.30917873478260866,3.256858080566072,0.5124214761810878,0.08062241668386333,0.0019957805686199037,0.0,60,50,1,1
730,110.5,271.2,160.3,4879113.0,2377930.0,0.0,63644,1986,2.0,NonResidential,Other,,104.4000015,244.6000061,4242711.0,2615822.0,0.0,63644,1986,2,NonResidential,Other,,-6.099998499999998,-5.520360633484161,-26.599993899999987,-9.808257337758109,-636402.0,-13.043395387645255,237892.0,10.004163284873819,,,Improving,0.40744837758112096,0.6723279715994517,29,Large,0,320.77120534283154,0.0,76.6625762051411,37.36298787002703,104.4000015,-6.099998499999998,0,2.0,-0.055203606334841615,83.18660732764751,62.62453971659927,47.14500447492678,26.718861585333055,0.0,60,50,0,0
731,33.7,105.7,25.52,3660546.0,0.0,0.0,108753,1930,2.0,NonResidential,Mixed Use Property,,33.5,105.0999985,3639670.0,0.0,0.0,108753,1930,2,NonResidential,Mixed Use Property,,-0.20000000000000284,-0.5934718100890292,-0.6000015000000047,-0.5676456953642429,-20876.0,-0.570297436502642,0.0,,,,Stable,0.3188268684957427,1.0,85,Very Large,0,985.7317170401145,0.0,33.65926457201181,0.0,33.5,-0.20000000000000284,0,2.0,-0.005934718100890291,32.71179920322178,31.75257587869142,30.82148030649309,29.04039739244852,0.0,60,50,1,1
732,59.6,159.4,294.93,13302459.0,3807145.0,0.0,141890,1970,1.0,NonResidential,Retail Store,95.0,100.0,266.6000061,13051820.0,3814156.0,0.0,141890,1970,1,NonResidential,Supermarket / Grocery Store,91.0,40.4,67.78523489932886,107.20000609999997,67.25219956085317,-250639.0,-1.8841554031476435,7011.0,0.18415374250258396,-4.0,-4.2105263157894735,Declining,0.3739021329987453,0.7774849143206354,45,Very Large,1,533.8266496285294,5662.0,93.75191345408415,26.831665374585945,100.0,40.4,1,2.0,0.6778523489932885,792.5286318809672,10538.617992468417,140136.85401824058,24779341.79806292,67.78523489932886,60,50,0,0
734,66.8,209.7,32.62,4679193.0,0.0,0.0,92092,2001,4.0,NonResidential,Small- and Mid-Sized Office,6.0,68.69999695,215.8999939,4817062.0,0.0,0.0,92092,2001,4,NonResidential,Small- and Mid-Sized Office,5.0,1.899996950000002,2.8443068113772485,6.19999390000001,2.9566017644253746,137869.0,2.9464268731809096,0.0,,-1.0,-16.666666666666664,Stable,0.318550309966619,1.0,14,Large,1,160.02775901016543,400.79999999999995,50.8099834947661,0.0,68.69999695,1.899996950000002,1,2.0,0.028443068113772486,76.85599315090516,88.42580364089791,101.73731974533135,134.67371644838198,2.8443068113772485,60,50,0,0
735,39.2,72.3,78.39,838298.0,1365971.0,0.0,56259,1974,3.0,NonResidential,Non-Refrigerated Warehouse,,41.70000076,74.19999695,817697.0,1528874.0,0.0,56259,1974,3,NonResidential,Warehouse,,2.500000759999999,6.37755295918367,1.899996950000002,2.6279349239280805,-20601.0,-2.4574793211960424,162903.0,11.925802231526145,,,Declining,0.5421853388658369,0.3803065778269349,41,Large,0,448.44730236379775,0.0,14.900691444924368,24.280044081835793,41.70000076,2.500000759999999,1,1.0,0.0637755295918367,53.3993593105933,72.742132009741,99.09140929098902,183.88062182847955,6.37755295918367,60,50,1,1
738,211.9,452.7,737.98,13172573.0,12166306.0,0.0,143439,2006,6.0,NonResidential,Other,,214.3999939,471.6000061,14100771.0,11530741.0,0.0,143439,2006,6,NonResidential,Other,,2.4999938999999927,1.1797989145823466,18.900006099999985,4.174951645681464,928198.0,7.046444153317655,-635565.0,-5.223976776517046,,,Stable,0.4680804064501878,0.5198561862188141,9,Very Large,0,106.86304897451113,0.0,91.8339712351592,84.8186755345478,214.3999939,2.4999938999999927,1,3.0,0.011797989145823466,224.69841888996297,238.26984167838262,252.66095655636798,284.1032851203138,1.1797989145823466,60,50,0,0
739,78.8,247.3,61.26,8787718.0,0.0,0.0,202623,2008,4.0,NonResidential,Large Office,74.0,79.5,249.6999969,8873484.0,0.0,0.0,202623,2008,4,NonResidential,Large Office,73.0,0.7000000000000028,0.8883248730964504,2.3999968999999908,0.9704799433885931,85766.0,0.97597578802597,0.0,,-1.0,-1.3513513513513513,Stable,0.3186413263243024,1.0,7,Very Large,1,85.53375126660441,5831.2,43.369795136781114,0.0,79.5,0.7000000000000028,1,2.0,0.008883248730964504,82.36273758371745,86.08655510513073,89.97873537576285,98.29897666517239,0.8883248730964504,60,50,0,0
740,164.6,484.8,143.3,11518186.0,1186306.0,0.0,77174,2000,2.0,NonResidential,Small- and Mid-Sized Office,1.0,71.0,223.0,5481548.0,0.0,0.0,77174,2000,2,NonResidential,Small- and Mid-Sized Office,33.0,-93.6,-56.865127582017,-261.8,-54.0016501650165,-6036638.0,-52.40962422381441,-1186306.0,-100.0,32.0,3200.0,Improving,0.3395214521452145,0.9066231062210123,15,Large,1,168.8074627405554,164.6,149.24956591598206,15.371835073988649,71.0,-93.6,0,2.0,-0.56865127582017,2.457946468024262,0.03670413632851122,0.0005480972190191079,1.2222014002524428e-07,0.0,60,50,0,0
741,72.3,226.9,54.05,7753003.0,0.0,0.0,110524,1998,5.0,NonResidential,Large Office,48.0,63.90000153,200.5,6859197.0,0.0,0.0,110524,1998,5,NonResidential,Large Office,57.0,-8.39999847,-11.618255145228217,-26.400000000000006,-11.635081533715296,-893806.0,-11.528513532111363,0.0,,9.0,18.75,Improving,0.31864257382106653,1.0,17,Very Large,1,197.42094931780554,3470.3999999999996,70.14768738011654,0.0,63.90000153,-8.39999847,0,2.0,-0.11618255145228217,38.98981312069054,21.02635583936891,11.339055114607664,3.2976349615761653,0.0,60,50,0,0
742,132.9,372.4,288.91,16750940.0,3241167.0,0.0,287224,2008,5.0,NonResidential,Mixed Use Property,,139.8999939,388.8999939,17407502.0,3635421.0,0.0,287224,2008,5,NonResidential,Mixed Use Property,,6.999993899999993,5.267113544018053,16.49999390000005,4.430718018259949,656562.0,3.9195531713444143,394254.0,12.163952058008736,,,Declining,0.35687432867884,0.8378776684218426,7,Mega,0,87.97614811805096,0.0,58.320126451828536,11.284457426955965,139.8999939,6.999993899999993,1,2.0,0.05267113544018053,171.7863111635859,222.05069001649633,287.0223395730835,479.5598837648782,5.267113544018053,60,50,0,0
743,382.9,785.3,1155.9,17857273.0,19420391.0,0.0,115748,1999,4.0,NonResidential,Other,,374.2000122,756.0,16913185.0,19523202.0,0.0,115748,1999,4,NonResidential,Laboratory,,-8.699987799999974,-2.272130530164527,-29.299999999999955,-3.7310581943206365,-944088.0,-5.286854269406085,102811.0,0.5293971681620623,,,Stable,0.48758436266395005,0.4790341208075699,16,Very Large,0,186.5468693216369,0.0,154.27716245637075,167.7816549746,374.2000122,-8.699987799999974,0,3.0,-0.022721305301645272,341.3324053687403,304.277385622382,271.24505597753824,215.54906371335073,0.0,60,50,0,0
744,50.1,155.6,63.06,8036358.0,132522.0,0.0,241875,2000,7.0,NonResidential,Large Office,89.0,53.09999847,164.5,8488392.0,167210.0,0.0,241875,2000,7,NonResidential,Large Office,88.0,2.9999984700000013,5.988020898203595,8.900000000000006,5.719794344473011,452034.0,5.624861411101895,34688.0,26.175276557854545,-1.0,-1.1235955056179776,Declining,0.3219794344473008,0.983777213032876,15,Very Large,1,185.9427071568684,4458.900000000001,33.22525271317829,0.5478945736434109,53.09999847,2.9999984700000013,1,2.0,0.05988020898203595,67.00722603260772,89.6201265585825,119.86419316131435,214.4160511169535,5.988020898203595,60,50,1,0
745,52.3,150.1,60.02,4059633.0,597312.0,0.0,102930,1974,5.0,NonResidential,Large Office,84.0,53.29999924,151.1999969,4059275.0,691523.0,0.0,102930,1974,5,NonResidential,Large Office,85.0,0.9999992400000011,1.912044435946465,1.0999969000000078,0.7328427048634296,-358.0,-0.00881853113323298,94211.0,15.772494106932392,1.0,1.1904761904761905,Stable,0.34843437708194536,0.8717373728914557,41,Very Large,1,473.21437973237124,4393.2,39.440716992130575,5.803089478286214,53.29999924,0.9999992400000011,1,2.0,0.01912044435946465,57.494891494405586,63.20578485570693,69.48393388331958,83.97297468369527,1.912044435946465,60,50,1,0
748,114.8,284.5,262.85,8332037.0,3855539.0,0.0,76893,1902,3.0,NonResidential,Small- and Mid-Sized Office,51.0,113.3000031,280.5,8209260.0,3820339.0,0.0,76893,1902,3,NonResidential,Small- and Mid-Sized Office,,-1.4999968999999993,-1.3066175087108007,-4.0,-1.4059753954305798,-122777.0,-1.4735532259398272,-35200.0,-0.9129722199671694,,,Stable,0.40351493848857645,0.6836500547770943,113,Large,1,1271.2706935818283,5854.8,108.35884931008025,50.14161237043684,113.3000031,-1.4999968999999993,0,1.0,-0.013066175087108008,107.49346353923539,100.6519573489628,94.24588421117951,82.63094702037391,0.0,60,50,0,0
749,70.8,210.9,95.8,8385608.0,703114.0,0.0,150000,1975,8.0,NonResidential,Large Office,65.0,73.80000305,212.1000061,8155743.0,1187684.0,0.0,150000,1975,8,NonResidential,Large Office,65.0,3.0000030500000037,4.23729244350283,1.200006099999996,0.5689929350403016,-229865.0,-2.7411846582859583,484570.0,68.91770040135738,0.0,0.0,Stable,0.33570412517780934,0.9226388484541611,40,Very Large,1,476.7358895889135,4602.0,55.90405333333333,4.687426666666667,73.80000305,3.0000030500000037,1,2.0,0.042372924435028304,87.12621913055973,107.2172042370948,131.94109648202118,199.80728091495897,4.23729244350283,60,50,0,0
751,65.0,184.7,238.61,15056355.0,2516578.0,0.0,378002,1983,15.0,NonResidential,Large Office,84.0,65.69999695,185.6000061,15083312.0,2667680.0,0.0,378002,1983,15,NonResidential,Large Office,85.0,0.6999969499999992,1.0769183846153834,0.900006100000013,0.48727996751489605,26957.0,0.179040677507936,151102.0,6.004264521107631,1.0,1.1904761904761905,Stable,0.35192203573362213,0.8567923749552793,32,Mega,1,410.9650371545014,5460.0,39.83141623589293,6.657578531330522,65.69999695,0.6999969499999992,1,2.0,0.010769183846153833,68.57618491292526,72.34912518787256,76.32964595649118,84.9597401669565,1.0769183846153834,60,50,0,0
752,57.8,135.5,322.79,6065399.0,1319431.0,2726250.0,169020,1963,11.0,NonResidential,Large Office,90.0,65.59999847,157.5,7209495.0,1383432.0,2887565.25,169020,1963,11,NonResidential,Large Office,83.0,7.799998470000006,13.494807041522503,22.0,16.236162361623617,1144096.0,18.86266674294634,64001.0,4.850651530849283,-7.0,-7.777777777777778,Declining,0.4265682656826568,0.8213322446149742,52,Very Large,1,625.9644688201092,5202.0,35.88568808425038,7.806360194059875,65.59999847,7.799998470000006,1,2.0,0.13494807041522502,108.84482678073655,204.96879441052846,385.98257652370893,1368.7609580196222,13.494807041522503,60,50,0,0
753,663.4,2082.3,1992.96,284726322.0,152639.0,0.0,429405,1981,33.0,NonResidential,Other,71.0,639.7000122,2007.900024,274532495.0,149672.0,0.0,429405,1981,33,NonResidential,Other,98.0,-23.69998780000003,-3.572503436840523,-74.39997600000015,-3.5729710416366585,-10193827.0,-3.5802193939765075,-2967.0,-1.9438020427282674,27.0,38.028169014084504,Stable,0.3185900206502425,0.9994641970068123,34,Mega,1,440.9853766687018,47101.4,663.0717434589723,0.35546628474284186,639.7000122,-23.69998780000003,0,0.0,-0.03572503436840523,553.0697764468802,461.0886005713024,384.40483756432775,267.176196269784,0.0,60,50,0,0
754,47.0,147.4,108.42,15552838.0,0.0,0.0,383515,1981,19.0,NonResidential,Large Office,91.0,47.90000153,150.5,15878687.0,0.0,0.0,383515,1981,19,NonResidential,Large Office,90.0,0.9000015299999973,1.9148968723404196,3.0999999999999943,2.1031207598371737,325849.0,2.0951095870734333,0.0,,-1.0,-1.098901098901099,Stable,0.31886024423337855,1.0,34,Mega,1,437.1426450769408,4277.0,40.553402083360496,0.0,47.90000153,0.9000015299999973,1,0.0,0.019148968723404197,51.675680532399426,56.81650975503415,62.46876185249148,75.51610674844652,1.9148968723404196,60,50,1,1
755,76.6,200.0,608.53,16867161.0,10989.0,6352835.0,363934,1925,18.0,NonResidential,Medical Office,67.0,72.90000153,190.0,16002341.0,11981.0,6090187.5,363934,1925,18,NonResidential,Medical Office,68.0,-3.699998469999997,-4.830285208877281,-10.0,-5.0,-864820.0,-5.1272410336274135,992.0,9.027209027209027,1.0,1.4925373134328357,Stable,0.38299999999999995,0.9993489215346468,90,Mega,1,1152.4257503320077,5132.2,46.34675792863541,0.03019503536355493,72.90000153,-3.699998469999997,0,2.0,-0.04830285208877281,59.80295013046757,46.689201622809286,36.45107044752232,22.217642003806716,0.0,60,50,0,0
756,133.2,378.0,143.53,8991952.0,1522238.0,0.0,78920,1929,4.0,NonResidential,Retail Store,67.0,105.1999969,300.6000061,7177346.0,1126320.0,0.0,78920,1929,4,NonResidential,Retail Store,80.0,-28.000003099999986,-21.02102334834834,-77.39999390000003,-20.47618886243387,-1814606.0,-20.180334592533413,-395918.0,-26.00894209709651,13.0,19.402985074626866,Improving,0.35238095238095235,0.855220611383283,86,Large,1,969.7534262759394,8924.4,113.93755701976686,19.28836796756209,105.1999969,-28.000003099999986,0,2.0,-0.2102102334834834,40.93188410243316,12.578221743055707,3.8652426021130704,0.3649990881387676,0.0,60,50,0,0
757,40.3,126.6,69.71,5288523.0,618364.0,0.0,131143,1979,7.0,NonResidential,Large Office,94.0,39.5,128.0,4871126.0,1416041.0,0.0,131143,1979,7,NonResidential,Large Office,93.0,-0.7999999999999972,-1.9851116625310103,1.4000000000000057,1.10584518167457,-417397.0,-7.892506092911007,797677.0,128.99796883389072,-1.0,-1.0638297872340425,Stable,0.3183254344391785,0.895314740234577,36,Very Large,1,424.2258444638265,3788.2,40.326384176052095,4.715188763410933,39.5,-0.7999999999999972,0,2.0,-0.019851116625310104,36.45568756478788,32.97809319656154,29.832234790479013,24.41216424769534,0.0,60,50,1,1
758,64.5,202.5,335.63,48145216.0,0.0,0.0,947987,1999,0.0,NonResidential,Other,,62.29999924,195.6000061,46510954.0,0.0,0.0,947987,1999,0,NonResidential,Other,,-2.2000007600000018,-3.410853891472871,-6.899993899999998,-3.407404395061728,-1634262.0,-3.394443177905776,0.0,,,,Stable,0.31851851851851853,1.0,16,Mega,0,220.1935539668671,0.0,50.786789270317,0.0,62.29999924,-2.2000007600000018,0,0.0,-0.03410853891472871,54.2252231933794,45.58720667243118,38.32521638101233,27.087435037625642,0.0,60,50,0,0
759,61.2,96.5,140.72,858860.0,2536826.0,0.0,55520,1908,4.0,NonResidential,Mixed Use Property,,66.40000153,106.4000015,973907.0,2713055.0,0.0,55520,1908,4,NonResidential,Mixed Use Property,,5.200001529999994,8.496734526143781,9.900001500000002,10.259068911917101,115047.0,13.39531471951191,176229.0,6.9468304093382836,,,Declining,0.6341968911917099,0.25292680183032235,107,Large,0,1168.9232769004068,0.0,15.469380403458214,45.692110951008644,66.40000153,5.200001529999994,1,1.0,0.08496734526143782,92.00994228724166,138.33054705394676,207.97035377444786,470.07602628467663,8.496734526143781,60,50,0,0
760,37.7,95.0,153.12,3543888.0,0.0,1663608.0,132998,1908,10.0,NonResidential,Large Office,87.0,27.29999924,64.30000305,2244507.0,0.0,1530680.625,132998,1908,10,NonResidential,Large Office,97.0,-10.400000760000005,-27.58620891246685,-30.69999695,-32.31578626315789,-1299381.0,-36.66540816188322,0.0,,10.0,11.494252873563218,Improving,0.39684210526315794,1.0,107,Very Large,1,1262.3963670565136,3279.9,26.646175130453088,0.0,27.29999924,-10.400000760000005,0,2.0,-0.27586208912466853,7.506677771596065,1.4947005614475983,0.29761897824431943,0.011799768007407022,0.0,60,50,1,1
761,58.8,175.2,27.66,2444122.0,199928.0,0.0,83118,1940,3.0,NonResidential,Retail Store,51.0,54.29999924,159.6000061,2209419.0,233722.0,0.0,83118,1940,3,NonResidential,Retail Store,59.0,-4.500000759999999,-7.6530625170068,-15.599993899999987,-8.904106107305928,-234703.0,-9.60275305406195,33794.0,16.903085110639832,8.0,15.686274509803921,Improving,0.3356164383561644,0.9243856961857756,75,Large,1,849.602144617642,2998.7999999999997,29.405447676796843,2.405351428090185,54.29999924,-4.500000759999999,0,2.0,-0.076530625170068,39.49024364619238,26.52175753802105,17.812086175198818,8.03414678205714,0.0,60,50,1,0
762,109.6,334.9,71.38,7735694.0,328587.0,0.0,77555,1924,3.0,NonResidential,Retail Store,39.0,106.0999985,333.0,7802052.0,153.0,0.0,77555,1924,3,NonResidential,Retail Store,39.0,-3.500001499999996,-3.193432025547442,-1.8999999999999773,-0.5673335323977239,66358.0,0.8578157305601799,-328434.0,-99.95343698929051,0.0,0.0,Stable,0.32726186921469097,0.959254024010324,91,Large,1,1024.5467536896315,4274.4,99.7446199471343,4.23682547869254,106.0999985,-3.500001499999996,0,2.0,-0.03193432025547442,93.18256742086713,79.22436926226686,67.3570267350078,48.68903246772482,0.0,60,50,0,0
763,50.5,158.7,18.3,2625409.0,0.0,0.0,51218,1909,6.0,NonResidential,Small- and Mid-Sized Office,65.0,55.5,174.3999939,2886141.0,0.0,0.0,51218,1909,6,NonResidential,Small- and Mid-Sized Office,57.0,5.0,9.900990099009901,15.69999390000001,9.892875803402653,260732.0,9.931100259045353,0.0,,-8.0,-12.307692307692308,Declining,0.3182104599873976,1.0,106,Large,1,1149.4497786095703,3282.5,51.2594986137686,0.0,55.5,5.0,1,2.0,0.09900990099009901,80.96538831807887,129.80978426727333,208.12078397397684,534.9725558256977,9.900990099009901,60,50,1,0
764,83.5,262.3,225.75,32383179.0,0.0,0.0,489182,1970,29.0,NonResidential,Large Office,50.0,93.80000305,274.5,32633842.0,3744742.0,0.0,489182,1970,29,NonResidential,Large Office,43.0,10.30000305,12.335332994011978,12.199999999999989,4.65116279069767,250663.0,0.7740530971341634,3744742.0,,-7.0,-14.000000000000002,Declining,0.3183377811666031,1.0,45,Mega,1,589.5221369210141,4175.0,66.19863159314939,0.0,93.80000305,10.30000305,1,0.0,0.12335332994011977,149.37171267001844,267.2084855805335,478.0046602530084,1529.6634894208837,12.335332994011978,60,50,0,0
